,treeID,xmin,xmax,ymin,ymax,rgb_path,label,numeric_label,tile_xmin,tile_xmax,tile_ymin,tile_ymax,origin_xmin,origin_xmax,origin_ymin,origin_ymax
405,405,5273,5376,8407,8507,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5273,5376,8407,8507
406,406,2342,2390,8470,8523,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2342,2390,8470,8523
407,407,582,710,6765,6894,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,582,710,6765,6894
408,408,610,671,6952,7015,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,610,671,6952,7015
409,409,659,685,7247,7269,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,659,685,7247,7269
410,410,543,598,7799,7864,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,543,598,7799,7864
411,411,528,557,7905,7938,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,528,557,7905,7938
412,412,59,121,7479,7550,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,59,121,7479,7550
413,413,153,253,7859,7985,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,153,253,7859,7985
414,414,1070,1223,7043,7204,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1070,1223,7043,7204
415,415,1526,1639,7538,7651,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1526,1639,7538,7651
416,416,8698,8838,1386,1543,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8698,8838,1386,1543
417,417,6519,6734,3088,3319,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6519,6734,3088,3319
418,418,6909,7068,3107,3282,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6909,7068,3107,3282
419,419,8074,8205,3660,3844,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8074,8205,3660,3844
420,420,7891,7982,3653,3746,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7891,7982,3653,3746
421,421,7968,8062,3516,3639,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7968,8062,3516,3639
422,422,8188,8338,4140,4278,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8188,8338,4140,4278
423,423,7916,8040,4268,4439,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7916,8040,4268,4439
424,424,9328,9394,4654,4730,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9328,9394,4654,4730
425,425,8840,8901,5079,5160,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8840,8901,5079,5160
426,426,9878,9963,6899,7000,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9878,9963,6899,7000
427,427,8960,9059,6384,6479,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8960,9059,6384,6479
428,428,8174,8264,5820,5915,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8174,8264,5820,5915
429,429,7398,7496,5191,5300,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7398,7496,5191,5300
430,430,6754,6865,4703,4818,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6754,6865,4703,4818
431,431,4896,5058,3404,3596,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4896,5058,3404,3596
432,432,3596,3717,4912,5043,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3596,3717,4912,5043
433,433,3452,3522,5283,5367,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3452,3522,5283,5367
434,434,2821,2910,5200,5281,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2821,2910,5200,5281
435,435,2984,3064,5473,5561,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2984,3064,5473,5561
436,436,1028,1091,6091,6175,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1028,1091,6091,6175
437,437,739,860,6349,6473,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,739,860,6349,6473
438,438,501,659,6323,6501,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,501,659,6323,6501
439,439,460,541,6102,6194,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,460,541,6102,6194
440,440,892,950,6079,6139,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,892,950,6079,6139
441,441,135,232,6306,6414,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,135,232,6306,6414
442,442,940,1059,5335,5482,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,940,1059,5335,5482
443,443,889,1040,5729,5870,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,889,1040,5729,5870
444,444,1246,1378,6544,6677,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1246,1378,6544,6677
445,445,1264,1408,7057,7246,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1264,1408,7057,7246
446,446,49,162,8665,8796,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,49,162,8665,8796
447,447,482,532,9018,9055,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,482,532,9018,9055
448,448,2447,2595,6091,6224,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2447,2595,6091,6224
449,449,3402,3461,6096,6168,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3402,3461,6096,6168
450,450,5123,5270,8498,8624,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5123,5270,8498,8624
451,451,4585,4644,7722,7797,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4585,4644,7722,7797
452,452,4148,4235,8223,8304,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4148,4235,8223,8304
453,453,5578,5698,9426,9581,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5578,5698,9426,9581
454,454,5497,5560,8331,8399,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5497,5560,8331,8399
455,455,5758,5903,8383,8543,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5758,5903,8383,8543
456,456,6390,6511,8339,8473,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6390,6511,8339,8473
457,457,6806,6906,8019,8127,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6806,6906,8019,8127
458,458,9293,9431,9842,9996,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9293,9431,9842,9996
459,459,8661,8746,9539,9616,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8661,8746,9539,9616
460,460,8173,8306,9227,9365,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8173,8306,9227,9365
461,461,9162,9239,9463,9532,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9162,9239,9463,9532
462,462,9781,9908,9533,9665,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9781,9908,9533,9665
463,463,9402,9447,8963,9013,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9402,9447,8963,9013
464,464,9678,9742,9110,9188,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9678,9742,9110,9188
465,465,9854,9919,8325,8421,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9854,9919,8325,8421
466,466,8500,8551,8539,8624,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8500,8551,8539,8624
467,467,8486,8551,8392,8458,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8486,8551,8392,8458
468,468,7505,7599,6710,6822,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7505,7599,6710,6822
469,469,8160,8242,6703,6792,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8160,8242,6703,6792
470,470,8186,8258,7016,7073,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8186,8258,7016,7073
471,471,8124,8295,7265,7454,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8124,8295,7265,7454
472,472,5015,5102,6357,6489,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5015,5102,6357,6489
473,473,2648,2705,6658,6722,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2648,2705,6658,6722
474,474,2042,2090,6332,6395,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2042,2090,6332,6395
475,475,1395,1522,5181,5305,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1395,1522,5181,5305
476,476,924,983,5283,5320,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,924,983,5283,5320
477,477,883,947,5185,5270,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,883,947,5185,5270
478,478,576,704,4321,4433,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,576,704,4321,4433
479,479,667,760,4547,4656,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,667,760,4547,4656
480,480,4650,4789,1199,1327,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4650,4789,1199,1327
481,481,4151,4282,3825,3956,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4151,4282,3825,3956
482,482,5186,5341,6029,6196,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5186,5341,6029,6196
483,483,5153,5303,6480,6584,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5153,5303,6480,6584
484,484,5778,5839,6556,6611,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5778,5839,6556,6611
485,485,6882,6946,7812,7898,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6882,6946,7812,7898
486,486,6735,6812,7848,7938,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6735,6812,7848,7938
487,487,6366,6412,9337,9400,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6366,6412,9337,9400
488,488,6875,6990,8364,8476,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6875,6990,8364,8476
489,489,6991,7041,8278,8336,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6991,7041,8278,8336
490,490,6887,6899,7953,7975,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6887,6899,7953,7975
491,491,6949,6977,8128,8162,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6949,6977,8128,8162
492,492,6557,6578,7909,7927,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6557,6578,7909,7927
493,493,236,372,4450,4602,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,236,372,4450,4602
494,494,535,639,4411,4517,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,535,639,4411,4517
495,495,4346,4477,835,1026,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4346,4477,835,1026
496,496,7694,7828,6,112,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7694,7828,6,112
497,497,9109,9176,1596,1673,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9109,9176,1596,1673
498,498,8946,9027,2583,2714,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8946,9027,2583,2714
499,499,8842,8938,2585,2717,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8842,8938,2585,2717
500,500,8759,8887,3144,3259,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8759,8887,3144,3259
501,501,8796,8872,5004,5070,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8796,8872,5004,5070
502,502,8966,9041,4661,4733,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8966,9041,4661,4733
503,503,9854,9984,6296,6441,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9854,9984,6296,6441
504,504,9404,9562,5872,6027,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9404,9562,5872,6027
505,505,9267,9400,5559,5679,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9267,9400,5559,5679
506,506,9411,9496,5371,5484,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9411,9496,5371,5484
507,507,9095,9203,5799,5920,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9095,9203,5799,5920
508,508,9204,9275,6343,6430,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9204,9275,6343,6430
509,509,8902,8991,6276,6395,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8902,8991,6276,6395
510,510,8923,9003,6504,6598,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8923,9003,6504,6598
511,511,8888,9041,6718,6874,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8888,9041,6718,6874
512,512,8787,8857,6466,6533,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8787,8857,6466,6533
513,513,8646,8768,6207,6323,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8646,8768,6207,6323
514,514,8758,8833,5290,5407,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8758,8833,5290,5407
515,515,8633,8741,5129,5257,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8633,8741,5129,5257
516,516,8453,8568,5012,5153,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8453,8568,5012,5153
517,517,8106,8221,5418,5546,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8106,8221,5418,5546
518,518,8195,8333,5926,6062,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8195,8333,5926,6062
519,519,7319,7434,5862,6003,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7319,7434,5862,6003
520,520,7758,7878,5859,6003,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7758,7878,5859,6003
521,521,7432,7548,5616,5758,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7432,7548,5616,5758
522,522,6930,7015,5664,5758,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6930,7015,5664,5758
523,523,7013,7093,5728,5833,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7013,7093,5728,5833
524,524,6884,6959,5736,5823,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6884,6959,5736,5823
525,525,6831,6925,5563,5658,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6831,6925,5563,5658
526,526,7077,7180,5839,5957,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7077,7180,5839,5957
527,527,6933,7047,6028,6148,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6933,7047,6028,6148
528,528,6268,6433,3607,3755,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6268,6433,3607,3755
529,529,8300,8416,345,454,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8300,8416,345,454
530,530,8693,8807,458,626,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8693,8807,458,626
531,531,8873,8948,334,401,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8873,8948,334,401
532,532,9449,9531,565,645,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9449,9531,565,645
533,533,9432,9535,343,462,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9432,9535,343,462
534,534,9885,10000,754,898,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9885,10000,754,898
535,535,9345,9516,859,1026,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9345,9516,859,1026
536,536,9342,9447,1494,1600,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9342,9447,1494,1600
537,537,9150,9303,2228,2376,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,9150,9303,2228,2376
538,538,8530,8643,2119,2236,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8530,8643,2119,2236
539,539,8296,8435,2466,2582,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8296,8435,2466,2582
540,540,7114,7171,2787,2869,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7114,7171,2787,2869
541,541,5968,6112,2502,2650,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5968,6112,2502,2650
542,542,273,379,2755,2848,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,273,379,2755,2848
543,543,472,526,2840,2897,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,472,526,2840,2897
544,544,723,829,3582,3746,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,723,829,3582,3746
545,545,1834,1960,4904,5024,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1834,1960,4904,5024
546,546,2300,2436,5154,5292,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2300,2436,5154,5292
547,547,2460,2494,5321,5366,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2460,2494,5321,5366
548,548,1949,2062,5723,5791,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1949,2062,5723,5791
549,549,1378,1461,5764,5840,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1378,1461,5764,5840
550,550,1879,1953,6783,6875,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1879,1953,6783,6875
551,551,1862,1882,6783,6803,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1862,1882,6783,6803
552,552,1806,1841,6774,6806,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1806,1841,6774,6806
553,553,1756,1804,6760,6792,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1756,1804,6760,6792
554,554,1783,1861,6715,6772,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1783,1861,6715,6772
555,555,1879,1995,6448,6572,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1879,1995,6448,6572
556,556,1837,1895,6875,6928,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1837,1895,6875,6928
557,557,1741,1811,6997,7040,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1741,1811,6997,7040
558,558,1994,2042,7061,7105,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1994,2042,7061,7105
559,559,1831,1916,7077,7148,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1831,1916,7077,7148
560,560,1975,2006,7195,7219,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1975,2006,7195,7219
561,561,1925,1974,7135,7185,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1925,1974,7135,7185
562,562,1987,2077,7291,7403,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1987,2077,7291,7403
563,563,1908,1989,7334,7422,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1908,1989,7334,7422
564,564,1748,1890,7308,7437,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1748,1890,7308,7437
565,565,1780,1865,7548,7637,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1780,1865,7548,7637
566,566,2047,2125,8358,8476,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2047,2125,8358,8476
567,567,2296,2385,8899,8996,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2296,2385,8899,8996
568,568,2219,2320,9031,9135,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2219,2320,9031,9135
569,569,4892,5002,9636,9750,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4892,5002,9636,9750
570,570,6160,6220,9568,9619,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6160,6220,9568,9619
571,571,6197,6259,9379,9446,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6197,6259,9379,9446
572,572,7421,7489,9233,9294,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7421,7489,9233,9294
573,573,7532,7644,9208,9299,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7532,7644,9208,9299
574,574,7579,7720,9057,9188,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7579,7720,9057,9188
575,575,7595,7741,8885,9036,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7595,7741,8885,9036
576,576,7871,7957,9355,9437,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7871,7957,9355,9437
577,577,8018,8146,9421,9567,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8018,8146,9421,9567
578,578,8118,8199,9660,9756,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8118,8199,9660,9756
579,579,8026,8118,9746,9876,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8026,8118,9746,9876
580,580,7932,8029,9884,10000,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7932,8029,9884,10000
581,581,8009,8132,8834,8939,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8009,8132,8834,8939
582,582,8062,8111,8684,8727,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,8062,8111,8684,8727
583,583,7829,7882,8374,8428,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7829,7882,8374,8428
584,584,7895,7950,8182,8240,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7895,7950,8182,8240
585,585,7531,7599,7612,7673,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7531,7599,7612,7673
586,586,7123,7299,7273,7456,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,7123,7299,7273,7456
587,587,6907,6965,7235,7317,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6907,6965,7235,7317
588,588,6604,6758,6774,6926,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,6604,6758,6774,6926
589,589,5878,6088,6658,6820,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5878,6088,6658,6820
590,590,5613,5707,6586,6690,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5613,5707,6586,6690
591,591,5504,5615,6824,6928,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5504,5615,6824,6928
592,592,5060,5203,6910,7099,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,5060,5203,6910,7099
593,593,4550,4691,7058,7223,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4550,4691,7058,7223
594,594,4250,4389,7206,7318,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4250,4389,7206,7318
595,595,3620,3710,7446,7546,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3620,3710,7446,7546
596,596,3430,3544,8253,8361,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3430,3544,8253,8361
597,597,3811,3885,8464,8535,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,3811,3885,8464,8535
598,598,2386,2506,9538,9647,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2386,2506,9538,9647
599,599,2328,2390,9525,9590,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2328,2390,9525,9590
600,600,2513,2652,9495,9624,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2513,2652,9495,9624
601,601,1979,2063,8552,8641,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1979,2063,8552,8641
602,602,1874,1946,8567,8655,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,1874,1946,8567,8655
603,603,4027,4148,982,1113,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4027,4148,982,1113
604,604,4530,4640,841,947,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4530,4640,841,947
605,605,4046,4169,753,862,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,4046,4169,753,862
606,606,2364,2436,4466,4604,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2364,2436,4466,4604
607,607,2417,2482,4547,4644,2017_SJER_2_259000_4110000_image.tif,Tree,1,259000,260000,4110000,4111000,2417,2482,4547,4644
